Date,price,returns,ema7,ema21,ema_fast_slope,ema_slow_slope,vol_benchmark,vol_stddev,vol_forecast_final,vol_pred_cons,garch_vol,heston_vol,zscore,0,buy_gate,sell_gate,trend_up,trend_down,ema_cross_up,ema_cross_down,buy_signal,sell_signal,position
2018-01-03,2713.06005859375,,2713.06005859375,2713.06005859375,,,,,0.157820756233241,0.157820756233241,0.16205600390790398,0.15358550855857803,,Neutral,True,False,False,False,False,False,False,False,0
2018-01-04,2723.989990234375,0.004028636080503967,2715.7925415039062,2714.0536887428975,0.0010031178234693675,0.00036477011762514865,,,0.15527447919490273,0.15527447919490273,0.15503834900723365,0.15551060938257177,,Neutral,True,False,True,False,True,False,True,False,0
2018-01-05,2743.14990234375,0.007033767443369587,2722.631881713867,2716.698799070248,0.002493243334648755,0.0009642602196439509,,,0.1537527655520881,0.1537527655520881,0.14579374970881878,0.1617117813953574,,Neutral,True,False,True,False,False,False,True,False,0
2018-01-08,2747.7099609375,0.0016623439316436617,2728.9014015197754,2719.5179956036345,0.002281725471406409,0.0010260167825081653,,,0.1533585738609817,0.1533585738609817,0.14259528370603136,0.16412186401593204,,Neutral,True,False,True,False,False,False,True,False,0
2018-01-09,2751.2900390625,0.0013029315960912946,2734.4985609054565,2722.406363190804,0.0020343763493536945,0.001049823008901508,,,0.14551495827123673,0.14551495827123673,0.13314952779490383,0.1578803887475696,,Neutral,True,False,True,False,False,False,True,False,0
2018-01-10,2748.22998046875,-0.0011122268282528491,2737.93141579628,2724.753964761526,0.0012491148540042642,0.0008542231135698279,,,0.14169557855591083,0.14169557855591083,0.12483153633376148,0.15855962077806018,,Neutral,True,False,True,False,False,False,True,False,0
2018-01-11,2767.56005859375,0.007033646478779465,2745.3385764956474,2728.6454278371825,0.0026764227487555384,0.0014060988716660511,,,0.13482918266757513,0.13482918266757513,0.11760777696257461,0.15205058837257565,,Neutral,True,False,True,False,False,False,True,False,0
2018-01-12,2786.239990234375,0.006749602987881076,2755.5639299303293,2733.8812971460184,0.003669947122473735,0.001879188198858423,,,0.13853167898209595,0.13853167898209595,0.1197399051677278,0.15732345279646412,,Neutral,True,False,True,False,False,False,True,False,0
2018-01-16,2776.419921875,-0.003524487622672101,2760.777927916497,2737.748444848653,0.0018779572733531242,0.0013928540391768295,,,0.1390875733012578,0.1390875733012578,0.12079096656238995,0.1573841800401256,,Neutral,True,False,True,False,False,False,True,False,0
2018-01-17,2802.56005859375,0.009415051560751175,2771.2234605858102,2743.6404097345708,0.0037271396333802536,0.002102350980080055,,,0.13761173009687502,0.13761173009687502,0.11608362041562266,0.1591398397781274,,Neutral,True,False,True,False,False,False,True,False,0
2018-01-18,2798.030029296875,-0.0016163897301626484,2777.9251027635764,2748.584920603871,0.0023951287540149324,0.001767140029781175,,,0.14018630421839742,0.14018630421839742,0.12493808173174699,0.15543452670504787,,Neutral,True,False,True,False,False,False,True,False,0
2018-01-19,2810.300048828125,0.004385235112838837,2786.0188392797136,2754.195386806076,0.0028800257536600662,0.00199639401655506,,,0.1388521712699961,0.1388521712699961,0.11793154950363711,0.1597727930363551,,Neutral,True,False,True,False,False,False,True,False,0
2018-01-22,2832.969970703125,0.008066726499347698,2797.7566221355664,2761.3567126148987,0.004143278247647508,0.002527850941902279,,,0.13835490836232334,0.13835490836232334,0.11487037373343575,0.16183944299121095,,Neutral,True,False,True,False,False,False,True,False,0
2018-01-23,2839.1298828125,0.0021743654797181655,2808.0999373048,2768.4270008146805,0.0036431285626803,0.002490301075193432,,,0.13880420519433145,0.13880420519433145,0.1201864857110588,0.1574219246776041,,Neutral,True,False,True,False,False,False,True,False,0
2018-01-24,2837.5400390625,-0.0005599757022828333,2815.459962744225,2774.7100042917546,0.0025938049641959365,0.0022142431086716726,,,0.13748179651327375,0.13748179651327375,0.11424289702863819,0.1607206959979093,,Neutral,True,False,True,False,False,False,True,False,0
2018-01-25,2839.25,0.0006026209018938911,2821.4074720581684,2780.577276628868,0.0020947466105286803,0.002066486690891349,,,0.13545751394281358,0.13545751394281358,0.10839944950044918,0.162515578385178,,Neutral,True,False,True,False,False,False,True,False,0
2018-01-26,2872.8701171875,0.011841196508761032,2834.2731333405013,2788.9675348614705,0.004478330296020552,0.0029205142907110138,,,0.13088416558294924,0.13088416558294924,0.10344924444681337,0.1583190867190851,,Neutral,True,False,True,False,False,False,True,False,0
